Name,Class
2008_003500,tvmonitor
2008_003511,dog
2008_003511,person
2008_003523,person
2008_003523,pottedplant
2008_003546,person
2008_003562,cat
2008_003562,sofa
2008_003576,dog
2008_003577,car
2008_003585,tvmonitor
2008_003665,dog
2008_003665,pottedplant
2008_003676,person
2008_003676,pottedplant
2008_003691,bus
2008_003691,car
2008_003701,boat
2008_003703,aeroplane
2008_003709,sofa
2008_003729,aeroplane
2008_003733,person
2008_003733,sofa
2008_003769,motorbike
2008_003769,person
2008_003774,chair
2008_003774,diningtable
2008_003777,bus
2008_003779,person
2008_003782,horse
2008_003814,sofa
2008_003814,tvmonitor
2008_003821,chair
2008_003846,car
2008_003856,aeroplane
2008_003856,person
2008_003858,boat
2008_003874,person
2008_003876,aeroplane
2008_003885,tvmonitor
2008_003886,boat
2008_003913,boat
2008_003926,aeroplane
2008_003939,motorbike
2008_003947,person
2008_003976,aeroplane
2008_003986,car
2008_003998,chair
2008_003998,diningtable
2008_004014,boat
2008_004026,boat
2008_004055,bus
2008_004055,person
2008_004069,car
2008_004080,car
2008_004097,chair
2008_004097,tvmonitor
2008_004101,bicycle
2008_004101,person
2008_004112,car
2008_004140,diningtable
2008_004140,person
2008_004172,sofa
2008_004175,horse
2008_004212,train
2008_004259,tvmonitor
2008_004279,tvmonitor
2008_004321,chair
2008_004321,diningtable
2008_004321,person
2008_004321,sofa
2008_004321,tvmonitor
2008_004339,car
2008_004345,motorbike
2008_004358,person
2008_004358,train
2008_004363,bicycle
2008_004365,motorbike
2008_004365,person
2008_004367,train
2008_004396,horse
2008_004399,motorbike
2008_004399,person
2008_004416,sofa
2008_004430,horse
2008_004441,bicycle
2008_004441,car
2008_004441,person
2008_004453,sheep
2008_004477,pottedplant
2008_004547,train
2008_004551,bird
2008_004552,car
2008_004562,sofa
2008_004575,diningtable
2008_004575,person
2008_004583,cat
2008_004588,diningtable
2008_004607,bottle
2008_004610,train
2008_004612,chair
2008_004621,sheep
2008_004624,horse
2008_004654,bicycle
2008_004654,person
2008_004659,bottle
2008_004663,train
2008_004687,horse
2008_004687,person
2008_004701,cow
2008_004704,aeroplane
2008_004705,horse
2008_004750,boat
2008_004754,tvmonitor
2008_004758,bicycle
2008_004776,chair
2008_004776,diningtable
2008_004822,motorbike
2008_004838,motorbike
2008_004841,cow
2008_004841,person
2008_004854,sheep
2008_004869,train
2008_004892,horse
2008_004892,person
2008_004910,tvmonitor
2008_004911,horse
2008_004914,train
2008_004946,train
2008_004983,boat
2008_004983,person
2008_004995,bicycle
2008_005006,tvmonitor
2008_005049,motorbike
2008_005074,bus
2008_005074,car
2008_005089,bottle
2008_005089,person
2008_005089,tvmonitor
2008_005097,cow
2008_005105,cow
2008_005145,diningtable
2008_005196,bus
2008_005197,dog
2008_005197,person
2008_005214,pottedplant
2008_005217,pottedplant
2008_005231,person
2008_005231,tvmonitor
2008_005242,pottedplant
2008_005245,car
2008_005245,motorbike
2008_005254,tvmonitor
2008_005262,bottle
2008_005266,bus
2008_005294,car
2008_005294,person
2008_005300,cat
2008_005321,boat
2008_005338,aeroplane
2008_005338,person
2008_005342,bottle
2008_005342,chair
2008_005342,diningtable
2008_005342,tvmonitor
2008_005345,pottedplant
2008_005367,boat
2008_005375,cow
2008_005398,boat
2008_005399,bottle
2008_005399,person
2008_005422,motorbike
2008_005439,tvmonitor
2008_005445,chair
2008_005445,person
2008_005445,tvmonitor
2008_005512,boat
2008_005512,person
2008_005525,horse
2008_005541,boat
2008_005544,train
2008_005600,cat
2008_005600,person
2008_005628,boat
2008_005633,sheep
2008_005637,motorbike
2008_005642,horse
2008_005650,bicycle
2008_005650,person
2008_005668,horse
2008_005676,bus
2008_005678,tvmonitor
2008_005679,dog
2008_005680,pottedplant
2008_005691,horse
2008_005698,chair
2008_005698,person
2008_005706,sheep
2008_005713,bicycle
2008_005714,cow
2008_005716,cat
2008_005727,bicycle
2008_005738,bicycle
2008_005738,person
2008_005747,car
2008_005770,cat
2008_005812,bottle
2008_005812,person
2008_005839,bicycle
2008_005843,bird
2008_005845,dog
2008_005874,pottedplant
2008_005904,bottle
2008_005915,motorbike
2008_005926,sofa
2008_005938,sheep
2008_005945,bottle
2008_005945,diningtable
2008_005953,diningtable
2008_006008,chair
2008_006008,diningtable
2008_006032,dog
2008_006032,person
2008_006036,horse
2008_006055,train
2008_006063,cow
2008_006065,boat
2008_006070,sheep
2008_006108,diningtable
2008_006108,person
2008_006130,dog
2008_006140,aeroplane
2008_006143,bird
2008_006159,tvmonitor
2008_006182,bottle
2008_006213,aeroplane
2008_006215,car
2008_006215,person
2008_006216,aeroplane
2008_006216,person
2008_006219,horse
2008_006221,sheep
2008_006229,boat
2008_006254,bicycle
2008_006254,car
2008_006254,person
2008_006275,car
2008_006275,person
2008_006275,pottedplant
2008_006289,boat
2008_006289,person
2008_006325,cat
2008_006327,sheep
2008_006339,sheep
2008_006341,cat
2008_006341,person
2008_006345,motorbike
2008_006349,boat
2008_006353,aeroplane
2008_006389,sofa
2008_006408,diningtable
2008_006408,person
2008_006434,horse
2008_006480,cat
2008_006481,bird
2008_006481,boat
2008_006482,chair
2008_006482,diningtable
2008_006490,boat
2008_006509,pottedplant
2008_006523,train
2008_006526,car
2008_006526,motorbike
2008_006526,person
2008_006528,cow
2008_006553,train
2008_006554,bus
2008_006554,person
2008_006558,bottle
2008_006655,train
2008_006703,aeroplane
2008_006722,dog
2008_006722,person
2008_006748,bus
2008_006751,pottedplant
2008_006752,train
2008_006784,sofa
2008_006835,sheep
2008_006843,cat
2008_006843,sofa
2008_006873,bird
2008_006873,person
2008_006874,motorbike
2008_006874,person
2008_006877,boat
2008_006908,dog
2008_006920,aeroplane
2008_006981,dog
2008_006986,car
2008_007011,train
2008_007012,dog
2008_007025,cow
2008_007031,cow
2008_007048,chair
2008_007048,diningtable
2008_007090,car
2008_007090,motorbike
2008_007090,person
2008_007120,bird
2008_007123,cow
2008_007142,bottle
2008_007143,boat
2008_007165,cat
2008_007194,chair
2008_007201,train
2008_007219,bottle
2008_007219,person
2008_007239,cat
2008_007242,bottle
2008_007242,person
2008_007242,tvmonitor
2008_007245,sheep
2008_007273,cow
2008_007313,motorbike
2008_007350,aeroplane
2008_007355,chair
2008_007355,diningtable
2008_007357,aeroplane
2008_007375,bus
2008_007375,car
2008_007375,person
2008_007378,chair
2008_007378,diningtable
2008_007378,dog
2008_007392,horse
2008_007392,person
2008_007402,chair
2008_007402,diningtable
2008_007402,person
2008_007428,motorbike
2008_007428,pottedplant
2008_007433,dog
2008_007472,cat
2008_007497,sheep
2008_007498,bird
2008_007507,aeroplane
2008_007513,dog
2008_007527,chair
2008_007527,tvmonitor
2008_007548,cat
2008_007581,dog
2008_007596,cow
2008_007677,sheep
2008_007691,chair
2008_007737,bottle
2008_007737,chair
2008_007737,person
2008_007759,person
2008_007759,train
2008_007797,bus
2008_007804,bus
2008_007804,car
2008_007811,bottle
2008_007814,sheep
2008_007828,chair
2008_007828,person
2008_007828,tvmonitor
2008_007836,aeroplane
2008_007858,bottle
2008_007945,horse
2008_007994,bird
2008_007994,person
2008_007998,bottle
2008_007998,horse
2008_008051,diningtable
2008_008103,sofa
2008_008106,sofa
2008_008127,car
2008_008127,motorbike
2008_008127,person
2008_008193,horse
2008_008221,person
2008_008221,train
2008_008252,bus
2008_008263,aeroplane
2008_008268,bird
2008_008296,horse
2008_008301,bus
2008_008323,sheep
2008_008324,motorbike
2008_008335,diningtable
2008_008335,person
2008_008343,bus
2008_008343,car
2008_008343,person
2008_008362,bottle
2008_008362,chair
2008_008362,diningtable
2008_008362,person
2008_008392,horse
2008_008393,horse
2008_008421,horse
2008_008434,pottedplant
2008_008462,motorbike
2008_008469,bus
2008_008469,person
2008_008476,horse
2008_008511,motorbike
2008_008511,person
2008_008521,cow
2008_008521,person
2008_008525,motorbike
2008_008541,cow
2008_008545,train
2008_008550,person
2008_008550,sofa
2008_008629,bicycle
2008_008629,person
2008_008682,bus
2008_008711,bicycle
2008_008746,bird
2008_008770,pottedplant
2008_008770,train
2008_008773,bottle
2008_008773,chair
2008_008773,diningtable
2009_000006,bus
2009_000012,horse
2009_000013,cat
2009_000015,bicycle
2009_000022,train
2009_000028,chair
2009_000029,dog
2009_000032,aeroplane
2009_000037,bird
2009_000039,sheep
2009_000073,train
2009_000074,motorbike
2009_000074,person
2009_000080,cat
2009_000087,sofa
2009_000096,chair
2009_000096,sofa
2009_000100,horse
2009_000103,bird
2009_000121,bottle
2009_000121,car
2009_000133,aeroplane
2009_000136,tvmonitor
2009_000149,bicycle
2009_000149,person
2009_000156,dog
2009_000161,bicycle
2009_000176,bus
2009_000177,train
2009_000201,bottle
2009_000205,aeroplane
2009_000219,cow
2009_000219,person
2009_000242,sofa
2009_000250,cow
2009_000285,cow
2009_000309,cow
2009_000309,person
2009_000318,bird
2009_000335,bus
2009_000335,car
2009_000347,train
2009_000351,bicycle
2009_000354,bicycle
2009_000385,boat
2009_000387,aeroplane
2009_000391,chair
2009_000391,tvmonitor
2009_000400,dog
2009_000405,bus
2009_000405,car
2009_000405,person
2009_000408,bus
2009_000408,person
2009_000409,horse
2009_000412,horse
2009_000418,person
2009_000418,pottedplant
2009_000418,sofa
2009_000420,boat
2009_000421,boat
2009_000421,person
2009_000426,bus
2009_000440,aeroplane
2009_000444,tvmonitor
2009_000446,boat
2009_000454,bird
2009_000455,bus
2009_000455,person
2009_000457,bicycle
2009_000457,car
2009_000457,person
2009_000469,boat
2009_000487,sofa
2009_000488,cat
2009_000488,pottedplant
2009_000488,tvmonitor
2009_000503,bird
2009_000505,person
2009_000505,pottedplant
2009_000505,sofa
2009_000523,car
2009_000532,bus
2009_000535,cat
2009_000544,person
2009_000544,tvmonitor
2009_000553,cat
2009_000562,bottle
2009_000573,bicycle
2009_000573,bottle
2009_000603,horse
2009_000619,bird
2009_000626,cow
2009_000628,train
2009_000635,pottedplant
2009_000641,cow
2009_000655,chair
2009_000655,diningtable
2009_000662,aeroplane
2009_000664,bird
2009_000675,sheep
2009_000684,cat
2009_000690,boat
2009_000704,person
2009_000704,tvmonitor
2009_000705,horse
2009_000709,cow
2009_000712,train
2009_000716,cat
2009_000720,car
2009_000723,boat
2009_000727,horse
2009_000727,person
2009_000730,motorbike
2009_000730,person
2009_000731,cow
2009_000732,sofa
2009_000744,person
2009_000746,bird
2009_000771,cow
2009_000774,dog
2009_000801,aeroplane
2009_000825,car
2009_000825,motorbike
2009_000825,person
2009_000828,boat
2009_000839,dog
2009_000840,bottle
2009_000845,train
2009_000879,bird
2009_000887,aeroplane
2009_000892,dog
2009_000894,motorbike
2009_000895,tvmonitor
2009_000906,car
2009_000919,boat
2009_000924,sheep
2009_000931,horse
2009_000935,dog
2009_000938,bird
2009_000964,cat
2009_000987,person
2009_000987,tvmonitor
2009_000989,dog
2009_000991,bird
2009_000996,boat
2009_000998,bird
2009_001002,person
2009_001008,cat
2009_001019,boat
2009_001019,car
2009_001019,person
2009_001027,aeroplane
2009_001036,horse
2009_001070,chair
2009_001082,bus
2009_001085,chair
2009_001085,pottedplant
2009_001095,chair
2009_001095,diningtable
2009_001096,bicycle
2009_001096,person
2009_001100,pottedplant
2009_001104,cow
2009_001108,bird
2009_001117,cat
2009_001124,dog
2009_001137,person
2009_001137,pottedplant
2009_001140,motorbike
2009_001140,person
2009_001145,cow
2009_001146,sofa
2009_001160,bird
2009_001163,cow
2009_001177,sheep
2009_001197,bus
2009_001197,car
2009_001203,sheep
2009_001205,cat
2009_001215,diningtable
2009_001215,person
2009_001240,car
2009_001251,dog
2009_001253,motorbike
2009_001255,bicycle
2009_001255,car
2009_001264,bird
2009_001268,sofa
2009_001270,cat
2009_001278,bottle
2009_001283,bird
2009_001299,chair
2009_001299,person
2009_001300,train
2009_001306,car
2009_001311,bird
2009_001314,bird
2009_001332,aeroplane
2009_001333,train
2009_001339,bottle
2009_001339,diningtable
2009_001339,person
2009_001359,train
2009_001363,tvmonitor
2009_001385,bird
2009_001388,car
2009_001390,aeroplane
2009_001391,cat
2009_001403,sheep
2009_001411,cat
2009_001422,bird
2009_001433,horse
2009_001433,person
2009_001443,motorbike
2009_001443,person
2009_001444,cat
2009_001481,bicycle
2009_001481,car
2009_001502,cat
2009_001505,sheep
2009_001514,pottedplant
2009_001516,train
2009_001535,dog
2009_001536,car
2009_001544,boat
2009_001565,bird
2009_001607,bird
2009_001615,person
2009_001615,tvmonitor
2009_001625,bottle
2009_001636,horse
2009_001640,bottle
2009_001644,pottedplant
2009_001644,sofa
2009_001644,tvmonitor
2009_001651,train
2009_001663,bicycle
2009_001663,person
2009_001664,horse
2009_001683,bird
2009_001684,pottedplant
2009_001687,dog
2009_001687,person
2009_001690,person
2009_001693,bird
2009_001718,bicycle
2009_001718,person
2009_001724,horse
2009_001731,sofa
2009_001735,train
2009_001744,car
2009_001755,motorbike
2009_001765,bird
2009_001768,person
2009_001768,sheep
2009_001775,chair
2009_001775,pottedplant
2009_001775,sofa
2009_001782,car
2009_001783,sheep
2009_001802,train
2009_001804,bus
2009_001804,person
2009_001816,bus
2009_001818,bottle
2009_001828,dog
2009_001850,aeroplane
2009_001851,aeroplane
2009_001854,bus
2009_001854,person
2009_001868,train
2009_001871,chair
2009_001871,diningtable
2009_001871,sofa
2009_001885,dog
2009_001885,horse
2009_001888,pottedplant
2009_001888,sofa
2009_001894,cat
2009_001898,car
2009_001922,chair
2009_001922,diningtable
2009_001922,pottedplant
2009_001937,bottle
2009_001941,boat
2009_001961,sofa
2009_001961,tvmonitor
2009_001964,tvmonitor
2009_001972,bird
2009_001991,sheep
2009_002010,car
2009_002010,dog
2009_002012,dog
2009_002019,cow
2009_002035,cow
2009_002042,person
2009_002052,bus
2009_002060,bottle
2009_002072,bird
2009_002082,sheep
2009_002083,pottedplant
2009_002083,sofa
2009_002094,tvmonitor
2009_002097,horse
2009_002117,car
2009_002122,cow
2009_002150,cow
2009_002153,bird
2009_002155,dog
2009_002164,car
2009_002165,horse
2009_002171,cow
2009_002185,bottle
2009_002185,person
2009_002202,train
2009_002204,bottle
2009_002216,motorbike
2009_002221,cow
2009_002229,cow
2009_002238,bus
2009_002238,car
2009_002238,person
2009_002239,car
2009_002239,motorbike
2009_002239,person
2009_002245,sheep
2009_002262,bird
2009_002264,bird
2009_002265,train
2009_002268,cat
2009_002281,train
2009_002285,dog
2009_002285,person
2009_002291,train
2009_002295,bicycle
2009_002314,aeroplane
2009_002317,motorbike
2009_002317,person
2009_002320,aeroplane
2009_002343,boat
2009_002343,car
2009_002343,person
2009_002346,chair
2009_002346,dog
2009_002346,person
2009_002346,sofa
2009_002362,chair
2009_002362,pottedplant
2009_002366,tvmonitor
2009_002372,bottle
2009_002372,person
2009_002382,motorbike
2009_002382,person
2009_002387,car
2009_002390,sofa
2009_002409,chair
2009_002409,tvmonitor
2009_002415,chair
2009_002415,diningtable
2009_002416,horse
2009_002419,dog
2009_002422,cow
2009_002423,bird
2009_002425,person
2009_002445,dog
2009_002448,aeroplane
2009_002460,dog
2009_002472,cow
2009_002487,chair
2009_002487,diningtable
2009_002487,pottedplant
2009_002519,bicycle
2009_002521,bottle
2009_002527,cat
2009_002530,boat
2009_002535,bus
2009_002539,dog
2009_002543,boat
2009_002549,cow
2009_002562,tvmonitor
2009_002567,bottle
2009_002568,train
2009_002571,chair
2009_002571,diningtable
2009_002571,pottedplant
2009_002571,sofa
2009_002573,bottle
2009_002573,tvmonitor
2009_002584,person
2009_002584,pottedplant
2009_002586,dog
2009_002586,person
2009_002588,cow
2009_002588,person
2009_002591,boat
2009_002594,bottle
2009_002599,aeroplane
2009_002604,bird
2009_002613,chair
2009_002613,diningtable
2009_002618,car
2009_002626,bus
2009_002628,cat
2009_002628,pottedplant
2009_002635,cow
2009_002638,train
2009_002649,bottle
2009_002649,person
2009_002651,motorbike
2009_002651,person
2009_002662,boat
2009_002674,aeroplane
2009_002713,sofa
2009_002715,bicycle
2009_002715,person
2009_002727,boat
2009_002732,bottle
2009_002732,person
2009_002732,sofa
2009_002734,train
2009_002749,bottle
2009_002753,cat
2009_002763,motorbike
2009_002771,pottedplant
2009_002789,dog
2009_002808,aeroplane
2009_002820,bird
2009_002820,tvmonitor
2009_002844,chair
2009_002844,diningtable
2009_002845,dog
2009_002849,tvmonitor
2009_002856,bottle
2009_002862,car
2009_002872,tvmonitor
2009_002885,diningtable
2009_002885,person
2009_002887,train
2009_002888,aeroplane
2009_002897,boat
2009_002912,cow
2009_002914,aeroplane
2009_002917,cat
2009_002928,bicycle
2009_002928,pottedplant
2009_002932,chair
2009_002932,person
2009_002932,tvmonitor
2009_002936,cat
2009_002972,cat
2009_002972,sofa
2009_002975,horse
2009_002982,train
2009_002984,bottle
2009_002984,tvmonitor
2009_002988,sheep
2009_002990,car
2009_002993,motorbike
2009_002993,person
2009_003003,bottle
2009_003003,car
2009_003003,diningtable
2009_003003,person
2009_003005,aeroplane
2009_003006,diningtable
2009_003006,person
2009_003007,bicycle
2009_003012,motorbike
2009_003012,person
2009_003034,bottle
2009_003035,person
2009_003039,pottedplant
2009_003043,boat
2009_003043,person
2009_003053,bus
2009_003054,train
2009_003059,cow
2009_003063,dog
2009_003065,bicycle
2009_003065,person
2009_003071,chair
2009_003071,diningtable
2009_003071,person
2009_003075,bicycle
2009_003080,boat
2009_003087,person
2009_003087,sofa
2009_003088,bird
2009_003090,motorbike
2009_003090,person
2009_003105,train
2009_003123,chair
2009_003123,diningtable
2009_003123,sofa
2009_003142,bottle
2009_003146,cow
2009_003147,aeroplane
2009_003164,bicycle
2009_003172,dog
2009_003193,bicycle
2009_003196,motorbike
2009_003200,bus
2009_003217,dog
2009_003224,bicycle
2009_003241,dog
2009_003249,sheep
2009_003269,bottle
2009_003269,car
2009_003269,person
2009_003273,bird
2009_003299,train
2009_003304,bus
2009_003311,train
2009_003317,chair
2009_003317,diningtable
2009_003323,horse
2009_003323,person
2009_003340,person
2009_003343,bicycle
2009_003345,boat
2009_003353,bicycle
2009_003353,person
2009_003361,diningtable
2009_003361,person
2009_003369,dog
2009_003378,bird
2009_003387,car
2009_003387,tvmonitor
2009_003406,car
2009_003433,train
2009_003450,bird
2009_003455,cow
2009_003461,bus
2009_003466,dog
2009_003468,bottle
2009_003468,diningtable
2009_003468,person
2009_003481,horse
2009_003494,chair
2009_003494,person
2009_003497,train
2009_003498,bird
2009_003504,boat
2009_003507,chair
2009_003507,diningtable
2009_003507,pottedplant
2009_003517,bottle
2009_003519,bicycle
2009_003519,person
2009_003522,boat
2009_003522,motorbike
2009_003523,tvmonitor
2009_003539,motorbike
2009_003542,cow
2009_003549,car
2009_003551,tvmonitor
2009_003555,bus
2009_003564,pottedplant
2009_003564,sofa
2009_003569,cow
2009_003576,motorbike
2009_003576,person
2009_003589,car
2009_003607,sofa
2009_003613,sofa
2009_003636,bus
2009_003636,car
2009_003636,person
2009_003640,bird
2009_003646,bicycle
2009_003646,person
2009_003646,sofa
2009_003646,tvmonitor
2009_003660,cat
2009_003666,sheep
2009_003690,diningtable
2009_003690,person
2009_003696,aeroplane
2009_003697,cat
2009_003697,pottedplant
2009_003703,bus
2009_003707,boat
2009_003711,dog
2009_003711,sofa
2009_003734,horse
2009_003734,person
2009_003736,person
2009_003756,dog
2009_003757,bus
2009_003768,horse
2009_003768,person
2009_003771,cat
2009_003773,cow
2009_003783,cat
2009_003799,aeroplane
2009_003804,horse
2009_003806,aeroplane
2009_003810,dog
2009_003815,pottedplant
2009_003820,motorbike
2009_003825,cow
2009_003849,chair
2009_003849,diningtable
2009_003849,person
2009_003857,tvmonitor
2009_003858,bird
2009_003860,bicycle
2009_003865,bottle
2009_003895,chair
2009_003895,person
2009_003895,sofa
2009_003895,tvmonitor
2009_003903,horse
2009_003904,cat
2009_003921,cat
2009_003921,person
2009_003922,bird
2009_003928,dog
2009_003933,cow
2009_003938,train
2009_003961,chair
2009_003961,diningtable
2009_003961,pottedplant
2009_003971,bicycle
2009_003975,cow
2009_003991,chair
2009_003991,diningtable
2009_003991,person
2009_004021,bird
2009_004033,dog
2009_004043,motorbike
2009_004043,person
2009_004070,sheep
2009_004072,bus
2009_004072,person
2009_004084,bird
2009_004091,chair
2009_004091,sofa
2009_004095,dog
2009_004095,person
2009_004099,cat
2009_004099,sofa
2009_004105,horse
2009_004117,motorbike
2009_004125,boat
2009_004125,person
2009_004140,chair
2009_004140,diningtable
2009_004140,sofa
2009_004171,car
2009_004171,sheep
2009_004178,boat
2009_004180,chair
2009_004180,sofa
2009_004186,cow
2009_004191,pottedplant
2009_004212,person
2009_004213,person
2009_004213,train
2009_004217,chair
2009_004221,person
2009_004228,bottle
2009_004228,chair
2009_004228,diningtable
2009_004228,person
2009_004228,pottedplant
2009_004247,bottle
2009_004248,cat
2009_004249,car
2009_004249,motorbike
2009_004255,train
2009_004264,dog
2009_004264,pottedplant
2009_004264,sofa
2009_004278,boat
2009_004298,sofa
2009_004301,person
2009_004301,sofa
2009_004301,tvmonitor
2009_004316,cow
2009_004317,aeroplane
2009_004324,bottle
2009_004327,car
2009_004328,bus
2009_004334,bird
2009_004336,train
2009_004368,motorbike
2009_004368,person
2009_004374,bus
2009_004409,aeroplane
2009_004417,bus
2009_004425,dog
2009_004426,chair
2009_004426,diningtable
2009_004426,pottedplant
2009_004426,sofa
2009_004434,cat
2009_004446,aeroplane
2009_004446,person
2009_004455,car
2009_004455,motorbike
2009_004464,sofa
2009_004479,chair
2009_004479,dog
2009_004494,car
2009_004497,horse
2009_004504,cat
2009_004507,dog
2009_004507,person
2009_004509,bird
2009_004519,tvmonitor
2009_004539,boat
2009_004540,bird
2009_004561,bicycle
2009_004561,chair
2009_004568,bird
2009_004579,bottle
2009_004581,dog
2009_004590,bus
2009_004592,dog
2009_004594,car
2009_004620,aeroplane
2009_004626,aeroplane
2009_004635,boat
2009_004643,motorbike
2009_004643,person
2009_004653,aeroplane
2009_004656,bottle
2009_004661,bird
2009_004674,chair
2009_004674,person
2009_004674,sofa
2009_004687,chair
2009_004687,sofa
2009_004705,cat
2009_004721,cat
2009_004730,train
2009_004732,bus
2009_004738,motorbike
2009_004738,person
2009_004748,car
2009_004789,bus
2009_004790,horse
2009_004799,train
2009_004801,motorbike
2009_004801,person
2009_004805,sheep
2009_004829,bus
2009_004848,bicycle
2009_004848,person
2009_004859,chair
2009_004859,diningtable
2009_004859,person
2009_004867,bus
2009_004882,bicycle
2009_004886,bird
2009_004887,cat
2009_004888,boat
2009_004888,person
2009_004890,chair
2009_004890,diningtable
2009_004890,person
2009_004895,bird
2009_004901,chair
2009_004901,pottedplant
2009_004901,sofa
2009_004904,boat
2009_004919,person
2009_004919,pottedplant
2009_004939,chair
2009_004939,person
2009_004942,horse
2009_004969,aeroplane
2009_004980,aeroplane
2009_004987,motorbike
2009_004987,person
2009_004990,pottedplant
2009_004993,sofa
2009_004993,tvmonitor
2009_004994,dog
2009_004994,person
2009_005000,horse
2009_005016,chair
2009_005016,diningtable
2009_005016,person
2009_005031,aeroplane
2009_005037,cat
2009_005038,bottle
2009_005038,diningtable
2009_005038,person
2009_005038,pottedplant
2009_005055,dog
2009_005056,person
2009_005069,chair
2009_005069,diningtable
2009_005069,pottedplant
2009_005078,motorbike
2009_005078,person
2009_005084,train
2009_005085,car
2009_005085,person
2009_005087,bicycle
2009_005087,person
2009_005089,sheep
2009_005107,dog
2009_005118,boat
2009_005120,aeroplane
2009_005128,train
2009_005130,horse
2009_005137,bird
2009_005141,person
2009_005145,chair
2009_005145,diningtable
2009_005148,train
2009_005156,bicycle
2009_005158,cat
2009_005160,cat
2009_005177,cat
2009_005189,aeroplane
2009_005190,bottle
2009_005194,motorbike
2009_005217,horse
2009_005217,person
2009_005219,cat
2009_005220,train
2009_005231,bus
2009_005234,bird
2009_005236,cat
2009_005247,motorbike
2009_005247,person
2009_005260,bird
2009_005262,bird
2009_005269,horse
2009_005269,person
2009_005287,train
2009_005302,bottle
2010_000002,sheep
2010_000003,chair
2010_000003,dog
2010_000038,horse
2010_000038,person
2010_000043,car
2010_000043,cat
2010_000063,cow
2010_000065,bicycle
2010_000075,bird
2010_000076,car
2010_000076,motorbike
2010_000076,person
2010_000083,bicycle
2010_000083,bottle
2010_000083,person
2010_000084,boat
2010_000084,person
2010_000087,motorbike
2010_000087,person
2010_000110,dog
2010_000110,person
2010_000114,cat
2010_000117,sheep
2010_000131,bottle
2010_000131,person
2010_000132,pottedplant
2010_000148,bus
2010_000148,car
2010_000148,person
2010_000159,dog
2010_000160,car
2010_000163,cat
2010_000174,diningtable
2010_000174,person
2010_000187,bus
2010_000189,sheep
2010_000195,boat
2010_000216,dog
2010_000238,aeroplane
2010_000238,person
2010_000241,bird
2010_000256,bottle
2010_000256,person
2010_000256,sofa
2010_000269,cat
2010_000269,chair
2010_000269,diningtable
2010_000272,boat
2010_000284,pottedplant
2010_000284,sofa
2010_000285,aeroplane
2010_000309,sheep
2010_000318,tvmonitor
2010_000330,pottedplant
2010_000335,bird
2010_000342,bicycle
2010_000371,motorbike
2010_000371,person
2010_000372,car
2010_000392,aeroplane
2010_000404,cat
2010_000422,dog
2010_000426,bottle
2010_000427,cow
2010_000436,sheep
2010_000437,aeroplane
2010_000466,car
2010_000469,cat
2010_000492,bottle
2010_000492,chair
2010_000492,person
2010_000498,cow
2010_000502,bird
2010_000503,car
2010_000503,person
2010_000519,cat
2010_000530,car
2010_000530,person
2010_000552,cat
2010_000559,boat
2010_000559,person
2010_000567,pottedplant
2010_000572,aeroplane
2010_000573,bottle
2010_000573,bus
2010_000573,person
2010_000588,bottle
2010_000588,chair
2010_000588,sofa
2010_000622,aeroplane
2010_000628,car
2010_000632,bicycle
2010_000639,chair
2010_000639,dog
2010_000639,pottedplant
2010_000661,cat
2010_000666,horse
2010_000666,person
2010_000675,cat
2010_000679,boat
2010_000679,person
2010_000682,bus
2010_000682,car
2010_000682,person
2010_000683,cat
2010_000685,bicycle
2010_000724,cat
2010_000738,bottle
2010_000738,person
2010_000738,tvmonitor
2010_000746,dog
2010_000748,boat
2010_000748,person
2010_000764,train
2010_000772,person
2010_000787,chair
2010_000787,tvmonitor
2010_000788,dog
2010_000810,bird
2010_000814,bird
2010_000815,cat
2010_000836,bird
2010_000847,sheep
2010_000855,bus
2010_000855,person
2010_000874,horse
2010_000885,aeroplane
2010_000887,boat
2010_000904,dog
2010_000906,boat
2010_000907,cow
2010_000918,bird
2010_000929,motorbike
2010_000929,person
2010_000941,cat
2010_000952,car
2010_000961,bird
2010_000978,sheep
2010_000986,aeroplane
2010_001000,cow
2010_001010,cow
2010_001011,sheep
2010_001016,bird
2010_001017,aeroplane
2010_001024,aeroplane
2010_001024,person
2010_001036,boat
2010_001036,person
2010_001043,car
2010_001061,bird
2010_001069,bird
2010_001070,cat
2010_001079,sheep
2010_001104,train
2010_001120,bird
2010_001120,person
2010_001124,dog
2010_001131,bottle
2010_001131,diningtable
2010_001131,person
2010_001149,cat
2010_001149,sofa
2010_001151,person
2010_001151,train
2010_001154,dog
2010_001160,sheep
2010_001174,aeroplane
2010_001177,cat
2010_001183,bicycle
2010_001184,horse
2010_001184,person
2010_001195,cat
2010_001206,bicycle
2010_001206,bus
2010_001206,person
2010_001245,person
2010_001245,sheep
2010_001246,bicycle
2010_001246,car
2010_001246,person
2010_001246,pottedplant
2010_001247,cat
2010_001251,motorbike
2010_001256,sheep
2010_001261,chair
2010_001261,diningtable
2010_001264,dog
2010_001273,dog
2010_001279,dog
2010_001282,dog
2010_001292,cat
2010_001313,motorbike
2010_001313,person
2010_001327,sofa
2010_001329,horse
2010_001329,person
2010_001331,cat
2010_001347,cat
2010_001351,cat
2010_001367,bicycle
2010_001367,bottle
2010_001367,person
2010_001367,tvmonitor
2010_001374,train
2010_001376,dog
